Ticker,Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Inventories,Total Current Assets,"Property, Plant & Equipment, Net",Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Retained Earnings,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Non-Cash Items,Change in Working Capital,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Cash from Investing Activities,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,(Dividends + Share Buyback) / FCF,Asset Turnover,CapEx / (Depr + Amor),Current Ratio,Dividends / FCF,Gross Profit Margin,Interest Coverage,Inventory Turnover,Log Revenue,Net Profit Margin,Quick Ratio,Return on Assets,Return on Equity,Share Buyback / FCF,Assets Growth,Assets Growth QOQ,Assets Growth YOY,Earnings Growth,Earnings Growth QOQ,Earnings Growth YOY,FCF Growth,FCF Growth QOQ,FCF Growth YOY,Sales Growth,Sales Growth QOQ,Sales Growth YOY,EBITDA,Total Debt,Free Cash Flow,Operating Margin,Free Cash Flow to Net Income,Liabilities to Equity Ratio,"Earnings Per Share, Basic","Earnings Per Share, Diluted",Sales Per Share,Equity Per Share,Free Cash Flow Per Share,Pietroski F-Score,Sector,Industry
AAL,2021-06-30,536112000.0,536112000.0,23.93156653833527,-18.47002118960217,5.4615453487331,-22.597889993135762,-0.5204136449100188,-17.136344644402662,-1.7701525054466232,-2.4565762378010567,-18.906497149849287,-18.906497149849287,4.1819619780941295,-14.724535171755155,-14.724535171755155,-14.724535171755155,26.186692332945356,1.8111887068373773,3.092637359357746,33.74108395260692,57.631614289551436,36.67703763392724,94.30865192347868,128.0497358760856,10.022159548751008,4.558748918136509,32.33093085027009,69.47615423642821,110.53846957352195,142.86940042379203,13.030859223445848,-14.726400453636554,-14.819664547706449,128.0497358760856,0.0,0.0,0.0,-11.566612946548483,0.15854895991882292,-21.137374280001193,38.7698839048557,0.561449846300773,32.60699256871698,-0.09699465783269168,0.04921517331589274,0.18689274424973415,0.0,1.0436162233889112,0.0,0.22821512081060016,-6.975702353834472,7.738238841978287,10.108226656374928,-0.6152766952455183,0.8659781918883055,-0.11499075004734227,0.9935808684707363,0.04921517331589274,0.1718846022533287,0.10709908398916279,0.1718846022533287,9.667567567567568,-0.42607897153351704,-0.4422132976349844,5.228105906313646,-1.1162611046736193,-1.3077709611451942,-0.7064006041328177,-0.004718152470821968,-0.529301233118027,0.0,74.03490315456472,0.0,-0.71606,0.0,-9.64053,-14.72454,-14.72454,23.93157,-14.81966,0.0,2.0,3,3
AAPL,2021-06-30,16999126750.0,17179630250.0,18.94138554000602,-11.387323076991136,7.554062463014883,-2.379154813299896,-1.2056138402629475,5.174907649714988,0.04220114108684033,0.0,5.217108790801827,5.217108790801827,-0.775162201177176,4.441946589624652,4.441946589624652,4.441946589624652,4.064930326425389,1.0770313290066298,0.3037900073547858,7.070291864983532,2.201153310619127,2.522696901465618,12.555159619922554,19.625451484906087,2.335731294333299,0.7568847414512894,6.192508130377253,6.323884648215872,9.406197784728224,15.598705915105478,3.1550737245931124,0.8883194677603727,4.026745569800608,19.625451484906087,4.441946589624652,0.43289639484528486,0.2867349255086558,5.79703978204071,-0.5307448336962898,-1.0818626320551923,0.7838352632764026,-4.388336588326748,-4.892305525609318,-0.17712837562380015,0.9905386137300631,0.9651439384502222,0.835211138591188,1.1417493067631714,0.1572513346523272,0.3988125603092752,0.0,62.35025867024334,11.512425556415431,0.2345101196658943,0.8303520233115571,0.22633602050077412,1.1031108155772067,0.8332872790777359,0.05230337078651681,-0.0477215340032876,0.05230337078651681,0.33375862972996595,-0.17822987306555382,1.1006311672148636,0.357719550993457,-0.384283810226016,0.8949205795077675,0.2142875800896331,-0.19611626091404266,0.536261211050709,5.810369521777106,7.080769389667161,6.341521814766648,0.27321,1.42764,3.8737699999999995,4.48911,4.44195,19.14251,4.0695,6.40886,7.0,5,5
ACRX,2021-06-30,93556794.0,93556794.0,0.05922605684842087,-0.059439830740672876,-0.00021377389225201538,-0.36594883745161255,-0.3277474429061774,-0.3661626113438646,-0.03186299864016289,-0.0333701045805396,-0.3980256099840275,-0.3570665322285413,-4.275477845040308e-05,-0.35710928700699174,-0.35710928700699174,-0.35710928700699174,0.7198301386855989,0.007033161055091306,0.015167257655280491,0.7622642562976238,0.16727807068720205,0.004083081342013494,0.17136115202921554,0.9336254083268394,0.06926274108965298,0.09351538916564413,0.16614506905826637,0.12040814481094766,1.0594099665279253,1.2255550355861917,4.490630578897349,-4.782560206156701,-0.29192962725935223,0.9336254083268394,-0.35710928700699174,0.018576951236700136,-0.042679957588114874,-0.36180162394192344,-0.01930378247035699,-0.06344809122039817,-0.07214868863505519,0.6120453422121327,0.5372351686185399,0.11198545345621826,1.6059739167017248,0.06343663777805764,0.9944933920704846,4.587943901183737,0.0,-0.003609456776755098,-10.972773862908392,3.904862579281184,6.743588150159904,-6.029597545569392,4.374871332990221,-0.38249739544575084,1.2232718219097833,1.6059739167017248,0.12940431089101234,0.3175503431631346,0.12940431089101234,-0.3979203834856103,0.0042610450773716835,-0.43761381475667194,-0.3539473445795358,0.22292033174164372,-0.32589873242363376,1.2991701244813276,-0.30758807588075876,0.32383419689119175,-0.34675194192738157,0.2139235339765918,-0.408692927207403,-6.18246,1.14445,-4.198119999999999,-0.35711,-0.35711,0.05923,-0.29193,-0.40869,5.0,1,11
ADBE,2021-06-30,480500000.0,484500000.0,28.239422084623325,-3.543859649122807,24.695562435500516,-14.883384932920537,-9.845201238390093,9.81217750257998,-0.17543859649122806,-0.23323013415892674,9.636738906088752,9.680082559339525,1.8080495356037152,11.488132094943241,11.488132094943241,11.488132094943241,10.243550051599588,3.1372549019607843,0.0,15.240454076367389,3.1578947368421053,33.1702786377709,36.328173374613,51.568627450980394,3.2569659442724457,6.500191950464396,11.983488132094942,8.5015479876161,11.62641898864809,23.609907120743035,15.721362229102168,42.35500515995872,27.95872033023736,51.568627450980394,11.488132094943241,-0.47678018575851394,0.15273477812177502,12.743034055727554,-0.7925696594427245,-3.9711042311661506,0.0,-5.946336429308565,-7.2218782249742,1.5768833849329205,0.49758203799654577,0.5476085651390834,0.5019607843137255,1.2717878057182226,-0.0,0.8745066510744043,42.07079646017699,0.0,10.13614958608853,0.40681186960970617,1.116603513606614,0.2227736641985191,0.4108962055219253,0.49758203799654577,0.17775996983124354,0.028866743534837758,0.17775996983124354,0.7220378458500776,-0.4395555555555556,0.3204188481675392,0.34333947232511886,0.020250148898153686,0.3915515840779853,0.17327743586484967,0.14047897196261672,0.2633451957295374,11.391124871001033,8.5015479876161,8.943240454076367,0.34746,0.7784800000000001,0.84446,11.58377,11.48813,28.47451,28.191470000000002,9.01769,9.0,5,16
ADI,2021-06-30,369025000.0,372461750.0,16.65216898111014,-5.435795756208523,11.216373224901618,-6.213612538737199,-1.9082630632541462,5.002760686164418,-0.43334382658085024,-0.47930290828521316,4.569416859583568,4.572125862588575,-0.3821251443940217,4.190000718194553,4.190000718194553,4.190000718194553,3.504295407515,2.185821765590695,1.721524424991291,7.793551955335011,3.1159870778677274,46.79889411463056,50.16734470049609,57.9608966558311,3.8994017506495635,3.5559382943349216,7.455340044984485,10.265738696658113,17.83883579991771,25.294175844902195,12.849547638113176,20.308270580804606,32.66672081092891,57.9608966558311,4.190000718194553,0.04230770005242149,0.03900803236842441,6.4277768119813645,-0.47588779250486796,-0.5369866838675381,-1.2081777524806239,-0.7774382201662319,-4.507131269184017,1.3968655841841477,0.5555488393220834,0.28730005817525367,0.2206800556275593,1.0453650548881477,0.4249284232454053,0.673568304382764,10.437576321125688,9.672920546099357,9.792552488779586,0.2516189166076563,0.7632270478304569,0.07229012937937394,0.12826511551146436,0.13062041607667813,0.011113282236124622,0.006907940304410776,0.011113282236124622,0.40388777641642326,0.08850532406394529,0.5797957384495847,0.2560275812053463,0.8782037592254122,0.835805682064628,0.11874288305510095,0.06605824475218447,0.2614512626607748,7.159221047530384,13.821676990993035,7.104466431787962,0.30043000000000003,1.6955799999999999,0.77431,4.229019999999999,4.19,16.80725,32.97095,7.17063,7.0,5,17
ADSK,2021-06-30,219500000.0,222275000.0,17.518839271173096,-1.565628158812282,15.953211112360814,-13.108536718029468,-8.534922955797997,2.844674394331346,-0.20110223821842313,-0.20110223821842313,2.6435721561129233,2.6435721561129233,3.192891688224047,5.83646384433697,5.83646384433697,5.83646384433697,4.153413564278484,1.4671015633786975,0.0,6.772691485772129,0.8876391856933978,25.17422112248341,26.061860308176808,32.83455179394894,2.3097514340344167,0.0,14.082105499943763,7.36879991002137,13.675851985153527,27.75795748509729,11.874479811044877,-6.340344168260038,5.076594308851647,32.83455179394894,5.836463839838038,-1.45135530311551,1.5498819030480262,6.505454954448319,-0.41165223259475875,-6.146890109099089,0.0,-1.7077943988302777,-2.5135530311551006,-2.0987515465077045,0.28025101513473605,0.5335489085129413,0.7216088328075709,0.48094310085939745,-0.0,0.9106317413740708,14.14541389261745,0.0,9.590395947072484,0.3331535699366085,0.3991246286061148,0.17775372360686736,1.1496809650833038,0.28025101513473605,0.3164559245296632,0.002541278606555064,0.3164559245296632,3.2506553112712977,-0.8292549094699879,1.3398496390977446,-0.07403609452695936,-0.5019712971171286,0.027325963003662856,0.1371003063220908,-0.04801770501156433,0.11696962854239579,3.4151389090091104,7.36879991002137,1.360476891238331,0.16238,0.2331,5.46783,5.91025,5.83646,17.74032,5.14077,1.37768,7.0,5,16
AEHR,2021-06-30,23256500.0,23237750.0,0.5480306828328905,-0.4445352927886736,0.10349539004421685,-0.4315822314983163,-0.2724876547858549,-0.3280868414540995,-0.008950952652472808,-0.002237738163118202,-0.33703779410657225,-0.24296672440318018,0.007186582177706534,-0.23578014222547364,-0.23578014222547364,-0.23578014222547364,0.20389237340103925,0.11709395272778131,0.3588557411969748,0.7044141536938817,0.026551623973921745,0.08197867693731106,0.1085303009112328,0.8129444546051146,0.11662058503942938,0.06420587191100688,0.2974040085636518,0.008047250701982766,0.06433497218964832,0.36173898075330013,3.76155178534927,-3.308409807317834,0.4512054738518144,0.8129444546051146,-0.23578014222547364,-0.054093016750761155,0.10827210035394993,-0.1676151951027961,-0.009424320340824736,-0.009424320340824736,0.13249991931232585,0.02422781895837592,0.15629740400856365,-0.013770696388419705,0.13684978123480798,0.674130538351596,0.6738461538461539,2.368542902619013,0.0,0.18884962701217117,-146.6153846153846,1.5271615301594916,7.104998949299634,-0.43023164507263445,1.0792938793228186,-0.2900322905087078,-0.5225560324272771,0.13684978123480798,-0.12896532644780523,0.10402664952369811,-0.12896532644780523,-29.38860103626943,-0.6261444557477112,-4.0,1.4458977407847802,-0.9123152709359605,-0.3153846153846154,-0.5056288819875776,2.1295306001188354,-0.13811160202912776,-0.3141009779346107,0.07225312261298963,-0.22243978009919205,-0.59867,0.94342,0.80172,-0.23559000000000002,-0.23578000000000002,0.5475899999999999,0.45083999999999996,-0.22225999999999999,1.0,5,17
AEP,2021-06-30,496333665.0,497615692.0,31.052276381991586,-9.604600652344379,21.44767572964721,-15.325682293797117,0.0,6.12199343585009,-2.1717562717053545,-2.3387526131310183,3.950237164144735,4.490814972129135,-0.09746477207153668,4.574212663695501,4.5816481205339485,4.5816481205339485,0.9491260175131294,3.7346089158297686,2.555988527789433,8.557607946173851,130.01217815293492,28.195654247977373,158.2078324009123,166.76544034708616,4.075635138933682,10.406826157724947,20.538138495841487,60.71914629251684,103.58395209128574,124.12209058712722,20.31869203996083,21.889783974095415,42.64334975995894,166.76544034708616,4.574212663695501,-2.312628035049988,-1.4716175791337385,6.2297070808611075,0.0,-12.262675992942762,8.761982530084682,0.5697167604593948,3.3264626228869005,-2.706506289194755,0.3708709677419355,0.1862033063766869,-0.0,0.4166691128266847,0.4623225806451613,0.690695763035445,2.6176318955146933,12.148832455381712,10.188987510067376,0.14754628820678095,0.22805060615845246,0.02747360670771018,0.10744109330819981,-0.0914516129032258,0.06768951675158252,0.027587633053151928,0.06768951675158252,0.23672362354217524,0.320321469575201,0.16114701130856224,-0.23973022685469036,-1.1286922147798397,-1.1903524443722593,0.01311294838087873,0.18570320722317613,0.14238825883922623,11.561733467199423,71.12597245024178,10.18758066013722,0.19715,2.22356,2.9107,4.5934800000000005,4.58165,31.132479999999997,42.25545,10.2139,5.0,10,21
AGYS,2021-06-30,23458000.0,23458000.0,5.847727854037002,-2.03768437206923,3.810043481967772,-4.587134453065053,-2.023574047233353,-0.7770909710972802,-0.010699974422371899,0.003708756074686674,-0.7877909455196521,-0.904126524000341,0.008866911075112968,-0.895259612925228,-0.895259612925228,-1.006394407025322,4.227981925142808,1.0969392105038793,0.05017478045869213,5.680364907494245,0.3746696223036917,2.0391337709949697,2.4138033932986613,8.094168300792907,0.7493818739875522,0.0008099582232074346,2.600434819677722,0.0002557762810128741,0.5770739193452127,3.1775087390229344,1.9924545997101202,1.5080569528519054,4.916659561769972,8.094168300792907,-0.895259612925228,1.67013385625373,0.23186119873817035,1.2109728024554522,-0.059212209054480346,-0.05929746781481797,-0.0010231051240514964,0.0,1.0792053883536534,2.239193452127206,-0.0,0.72246185608275,0.28991859737006886,2.184390419829183,-0.0,0.6515425438852277,209.5287356321839,116.54715378079864,8.137278134845145,-0.15309529363737095,2.0477041359977703,-0.11060550999878867,-0.182086964061213,-0.0,0.2284584826800895,0.0035517782675567044,0.2284584826800895,-0.38353832154284206,10.729951690821256,-0.10043716656787194,2.7761006289308177,0.6600740079111904,1.6599877325700265,-0.14668723601460587,-0.009297886843899095,-0.08383973373004872,-0.5728536107085003,0.0010657345042203086,-0.40907153209992325,-0.13289,0.40647,0.64627,-1.00639,-1.00639,5.84773,3.4050599999999998,-0.40907,6.0,5,16
AHPI,2021-06-30,4013537.0,4016391.0,9.40440509900555,-7.5869742263639175,1.8174308726416328,-1.9220539036164557,-1.9220539036164557,-0.10462303097482292,-0.02851042142062364,-0.023974010498479855,-0.13313345239544655,-0.13313345239544655,0.032456750351248176,-0.10067670204419839,-0.10067670204419839,-0.10067670204419839,0.06883169492213283,0.7849143671520029,2.4009014560584365,3.3692098204582175,0.959262432367765,0.16307027876518995,1.1223327111329549,4.491542531591172,1.1255101906164016,0.5576429187297751,2.2093862375450994,0.033648865361963015,0.0360261239505815,2.245412361495681,12.089183797095453,0.0,2.246130170095491,4.491542531591172,-0.10067670204419839,-0.027799335273881454,-1.0139630329815996,-0.9901605695262239,-0.18369999335224085,-0.18369999335224085,0.3638042212523631,0.0,0.9550960053441012,-0.21876455753436355,0.0,2.0938029714424076,1.206342276941188,1.5249528412930755,0.0,0.19325314610637237,-4.36401873526571,3.9170308615851215,7.577167313518909,-0.010705270666705355,0.38641775148502455,-0.022414727532042916,-0.04482229186205992,0.0,0.1247178820743331,-0.09981720688406304,0.1247178820743331,-0.862941585009828,-1.590232669691268,0.25102879413224244,-4.296925785860937,-1.9366776920249908,-1.1139525603781577,0.2156115189135408,-0.28247427304186556,-0.016073180717073754,0.04765546979863265,0.5912917840917381,-1.182464306886456,-0.01112,11.74516,0.9996799999999999,-0.10075,-0.10067999999999999,9.41109,2.24773,-1.18331,3.0,1,11
